Abattoir Name,RC Nr,Province,Status,ZA Nr,Expiry Date of ZA,Transformation/ Government,Price Information,SETA,Tel. 1,Tel. 2,FAX,VAT Number,Distance from Headoffice,Postal Address,City,Postal Code,Municipality,Physical Address, GPS Coordinates (DMS), GPS Coordinates (DMS) 2,Owner,Owner email,Owner Cell,Manager,Manager email,Manager Cell,Training,Training email,Training Cell,Accounts,Account email,Accounts Cell,Emails,Meat Inspection Services (Assignee Name),Assignee Contact Name,Assignee Contact Number,Meat Inspectors,Meat Examiner,QA Manager/s or HMS Contact,Floor Supervisor,Technical Manager,Contact Number,Email,Quality Control & Hygiene Manager,Cell Number,Email Control & Hygiene Manager,L/H,G,Units,Amount Slaughtered,CATTLE,CALVES,SHEEP,PIG,GOAT,GAME,CROCODILES,HORSES,Kosher,Halaal,Classification (C/NC),Grader,Deboning Plant,Processing Plant,Rendering Plant,Residue,2018 Member,2019 Member,2020 Members,2021 Members,2022 Members,2023 Members,2024 Members,2025 Members,2026 Members,Other Comments,Modified By,Modified,Modified Fields,Old Values,New Values,Can Mail Be sent to Client?,Date Mail Sent,Verification,DB UPDATED,Latest Update Received,Data Base Comment 
Vencor Abattoir,02/029,Limpopo,Active,ZA 376,,?,Yes,AgriSETA,015 293 2150/015 590 1097,082 317 8139,086 689 8091,4430121204,264.8,Posbus 749 ,Ladanna,704,Polokwane,622 Farm Rondepan Dendron Road Polokwane,,,Adrie C Erasmus,admin@vencorh.co.za,083 626 0319,Callie Calitz,callie@vencorh.co.za; cal@vencorh.co.za; cal@intenkom.co.za,079 525 1899,Driekie Kearns,hr@vencorh.co.za,082 317 8139,Tahlita Jonker,fin@vencorh.co.za,061 438 9642,admin@vencorh.co.za; rudi@vencorh.co.za; driekie@vencorh.co.za,Zero Plus Services,Stoffel Oberholzer,,,,,,,,,,,,HT,A,250,,x,,x,,,,,,No,NIHT,,,,,,x,Members,Members,Members,Members ,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,2025.07.02,"Trainer's email updated, accountant's details as well as the physical address, also halaal updated"
Venda Correctional,02/032,Limpopo,Active,,,?,,,015 963 8500,,,,327.8,Private Bag x2434,Simbasa,970,,,,,,,,Rudi Meyer,,,,,,,,,shirley.rakuambo@dcs.gov.za; ktmunyai@gmail.com,,,,,,,,,,,,,,LT,E,10,,x,,,x,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Vendutiekop C.C. Wholesalers Abattoir,04/070,Free State,Active,,,?,,,082 903 8067,,,4150274050,457,6 Crisp Cresent Westdene,Bloemfontein,"9,302",,6 Crisp Cresent Westdene,,,Andrey Olwagen,andreyolwagen@gmail.com,076 141 1438,NC Visser,,,,,,,,,,,,,,,,,,,,,,,RT,E,2,,x,,x,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,2025.09.10,"New abattoir name, physical address, owner's details updated from the application member"
Ventersburg Abattoir,04/016,Free State,Active,,,?,,,057 651 4157,,057 651 5113,4620118499,295.3,P O Box 150,Ventersburg,"9,450",,"No 1 Eerste Street, Ventersburg",,,DJ Fourie,daniefourie@hotmail.com,082 492 3401,,,,,,,,,,,,,,,,,,,,,,,,LT,D,15,,x,x,x,x,,,,,No,No ,,,,,,,Invoiced,,,,,,,,,,,,,,,No,,Pending Review,,2018.07.11,Database received from Talita
Venterstad Abattoir,06/061,Eastern Cape,Active,,,?,,,051 654 0038,,,,681.9,P O Box 2,Venterstad,"9,798",,,,,NVR Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,RT,R,2,,x,,x,x,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Verblyden Abattoir ,08/003,Mpumalanga,Closed,,,,,,017 778 9114,,,,185.9,P O Box 282,,,,,,,Danie D Kruger,,072 458 8130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Vereeniging Abattoir (Pty) Ltd,01/029,Gauteng,Active,ZA 74,25/10/2019,?,Yes,AgriSETA,016 420 2800,,016 420 2833,4460109467,95.8,P O Box 1734,Vereeniging,"1,930",Emfuleni,1 Power Road Leeukuil x2 Vereeniging,,,Edwin Claassen,edwin@eac.co.za,016 972 8000,Rikus Reynders,rikus@eac.co.za,082 808 0570,Almin Louw,midqc@eac.co.za,079 874 1711,Stefanie du Plessis,vmp@eac.co.za,,admin@eac.co.za; riekes@eac.co.za,,,,,,,,,,,,,,HT,A,300,,x,x,x,x,,x,,,No,No,,,,,Yes,x,Members,Members,Members,Members ,Members,Members,Members,Members,,,,,,,,No,,Pending Review,2020.01.29,2025.01.27,"Abattoir name,training contact updated, and accountant's email updated as well as the units"
Victoria Wes Municipality Abattoir - Karoo Vleisboere,09/031,Northern Cape,Active,,,,,,053 621 1027,827739777,,,903.6,P O Box 22,Victoria Wes,"7,070",,Karoo Vleisboere Church Street,,,Ancha de Bruyn,,082 411 4321,Jannie Roode,jdvroode@gmail.com,082 773 9777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,2022/05/27 update owner & manager detals
Villiers Abattoir (Dricon trading),04/040,Free State,Active,,,?,,,058 821 0952,058 821 0139,058 821 0139,,168.4,P.O. Box 184,Villiers,"9,840",,"10 Buiten street,PLOT 566, Villiers",,,JPH Linde,,083 505 4371,Chris C Le Roux,bertsi43@gmail.com,083 234 0918,,,,,,,,,,,,,,,,,,,,,LT,D,15,,,,,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,2018.07.11,Database received from Talita
Vivo Abattoir,02/023,Limpopo,Active,,,?,,,,,015 593 0302,4250111848,359.4,P O Box 79,Vivo,924,,,,,WH Knox,,,JD Theron,,,,,,,,,,,,,,,,,,,,,,,RT,E,8,,x,,,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Vleifontein Abattoir,02/077,Limpopo,Active,,,?,,,,,015 575 1442,,405.1,P O Box 11,Waterpoort,905,,,,,Francois Pauer,francois.pauer@gmail.com,083 376 7723,,,,,,,,,,,,,,,,,,,,,,,,LT,E,8,,x,,,,,,,,No,No,,,,,,,No,Members,,,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,,I spoke with Francois Pauer regarding the address but he hang up the phone
Vleiland Abattoir,05/076,KZN,Active,,,,,,072 311 8588,,,,404.8,,,"3,180",,"Farm Marthinusdrift, Paulpietersburg",,,Bernard Kotze,kotze.bernard@gmail.com,072 311 5888,,,,,,,,,,,,,,,,,,,,,,,,LT,,2,,,,x,,,x,,,,,,,,,,,,,,,,,awaiting payment ,,,,,,,,,No,,Pending Review,,2024.03.26,New abattoir updated
Vleissentraal Kestell / Hentie Handelaar,04/019,Free State,Closed,,,,,,058 303 5226,,,,340.4,P O Box 313,,,,,,,Keith  K Bartie & Deon Marinus,,082 570 6884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Volksrust Meatco,08/051,Mpumalanga,Active,ZA 383,2/11/2018,?,,,034 312 2250,087 170 0448,,4220264701,290.9,P O Box 405,Volksrust,"2,470",Pixley Ka Seme,2 Spoorweg Street Volksrust 2470,"29°53'31""E ","27°22'14""S",Jan Horn Greyling,,082 410 9229,Louis Lombard,louis@vmco.co.za,063 330 2626,Louis Lombard,louis@vmco.co.za,063 330 2626,Shanli Swart,creditors@vmco.co.za,063 227 7509,james@vmco.co.za; ar@vmco.co.za; magda@vmco.co.za; louis@vnco.co.za; johann@vmco.co.za,,,,,,,,,,,,,,HT,A,150,,x,,,,,,,,No,No,,,,,,x,Members,,Members,Members,Members,Members,Members,Members,,"New owners details, manager's details and accountant's details updated - 2023.06.12",,,,,,No,,Pending Review,,2023.07.17,They slaughter cows only
Vonkfontein Abattoir,07/070,Western Cape,Closed,,,,,,053 812 1903,,,,1175.8,P O Box 242,,,,,,,R Le Riche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Voorspoed Varkboerdery CC (Laher's Halaal Abattoir),01/022,Gauteng,Active,ZA 430,,,,,082 777 1576,,,4740268018,132.3,Posbus 576,Fochville,"2,515",Merafong,Rietfontein 399 IQ Fochville,,,Z Snyman,varkies@iafrika.com,082 777 1576,Sean Boyd,,083 279 9690,,,,Elmarie Snyman,,082 824 3733,,,,,,,,,,,,,,,RT,B,50,,,,,x,,,,,,,NC,,,,,,,,Members,Members ,Members,Members,Members,Members,,The Abattoir is now active in a new name,,,,,,No,,Pending Review,2020.02.28,2020.02.17<br>2025.12.15<br>,SL updated non classifying with info from SAMIC
Voorwaarts Vleis BK / Eckstein,02/005,Limpopo,Active,,,?,,,,,015 442 0602,,205.9,P O Box 502,Makopane,600,,,,,P Kotze,,,,,,,,,,,,,,,,,,,,,,,,,,LT,E,8,,x,x,x,,,x,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Vrededal Privaat Abattoir,07/065,Western Cape,Active,,,,,,027 213 4010,,,,1331.1,P O Box 2003,Vredendal,"8,160",,"Geeund Street, Vredendal",,,A.H van Zyl,Manievanzyl@ymail.com,083 635 7817,Manie van Zyl,manievanzyl@ymail.com,836357817,,,,,,,,,,,,,,,,,,,,,HT,,600,,x,,x,,,,,,,ICSA,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,2025.07.31,"Units, Species,Throughput, Owner's details, physical address as well as Halaal updated"
Vriespoort Abattoir,06/037,Eastern Cape,Closed,,,?,,,049 849 0005,,,,935.5,P O Box 58,Aberdeen,"6,270",,,,,TC Lombard,,,,,,,,,,,,,,,,,,,,,,,,,,RT,R,2,,,,x,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Vygeboomsdrift,02/033,Limpopo,Active,,,?,,,082 324 6956,,,,371.9,P O Box 809,Louis Trichardt,920,,,,,Mr H Scheepers,varknek@xlim.co.za,082 907 7908,Mr A Coetzee,,083 410 6595,,,,,,,,,,,,,,,,,,,,,LT,,,,x,,,x,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Wallacedale Abattoir,02/012,Limpopo,Active,,,?,,,,,,,371.9,50 Celliers Street,Louis Trichadt,920,,,,,G Joubert,,,,,,,,,,,,,,,,,,,,,,,,,,LT,E,8,,,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Walplaas Abattoir,06/103,Eastern Cape,Closed,,,?,,,049 846 9081,,049 846 9081,,878.4,P O Box 398,Graaff - Reinet,"6,280",,,,,WR Pienaar,,082 774 7113,,,,,,,,,,,,,,,,,,,,,,,,RT,R,2,,,,x,,,,,,No ,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Waltkon,02/046,Limpopo,Active,N/A,,No,,,014 743 0085,,053 541 0684,4330292436,156.2,P O Box 250,Naboomspruit,560,Mokgophong,1st Street 1507 Naboomspruit,,,Johann Abrie,Johann@sampadaagri.co.za,073 387 9573,Mike Grobler,"mike@sampadaagri.co.za, kwanele@sampadaagri.co.za",078 701 5484,Kwanele Ntanzi,kwanele@sampadaagri.co.za,064 626 6422,Nicolette Cass,creditors@sampadaagri.co.za,,,FSA,,,,,,,,,,,,,HT,A,245,,X,,,X,,,,,No,No ,,,,,,,No ,,,,,,,,Members,Start slaughter at 2am,,,,,,No,,Pending Review,,,
Wancor Abattoir,06/043,Eastern Cape,Active,,,?,,,042 284 0470,,042 2840189,,1135.9,P O Box 145,Hankey,"6,350",Port Elizabeth,"58 Uitenhage Road, PE, 6001",,,Delagoa Trading CC,wancor@hotmail.com,082 839 7643,Conroy Gerber,,082 839 7643,Conroy Gerber,,082 839 7643,,,,,,,,,,,,,,,,,,RT,E,2,,x,,x,x,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Warden Abattoir,04/097,Free State,Closed,,,,,,058 643 0042,,,,267.4,P O Box 316,,,,,,,C Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Waterberg Abattoir (Nylstroom),02/013,Limpopo,Active,,,Transformation,,,014 718 3300,,014 717 4796,4270112842,128.1,Private Bag X 1018,Modimolle (Nylstroom),510,Modimolle,Harry Gwala Street; Modimolle,,,Bosveld Distrikraad - John Koka,jkoka@waterberg.gov.za,073 387 4984,,,,,,,,sthoka@waterberg.gov.za,,,,,,,,,,,,,,,,HT,B,90,,x,x,x,x,x,,,,No ,No ,,,,,,x,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Waterval Boven Abattoir,08/019,Mpumalanga,Inactive,,,?,,,013 257 0680,,013 257 0008,,231,P O Box 8,Waterval Boven,"1,195",,,"30°19'51""E ","25°38'17""S",James van Niekerk,,082 899 6615,,,,,,,,,,,,,,,,,,,,,,,,LT,E,8,,x,,x,x,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,2018.03.15 Received from Dirk
Waterval Correctional Abattoir,05/067,KZN,Active,,,?,,,034 329 9202,034 329 9207,034 321 1641,,323,Private Bag X 1006,Utrecht,"2,980",Madlangeni,Waterval Utrecht Izimbuthu Road ,,,Hein Cloete,hd.cloete1@gmail.com,083 566 7133,Mr. Du Plessis,Elmoduplessis@gmail.com,084 577 1745,Elmo Du Plessis,rudolf.ferreira@dcs.gov.za,084 577 1545,Izel Anderson,lizwi.mabaso@dcs.gov.za,081 039 5891,mullondo@gmail.com,,,,,,,,,,,,,,LT,E,8,,x,,,x,,,,,No ,No ,,,,,,,Members,Members,Members,Members,Members,Members,payment outstanding,Members,,,,,,,,No,6-Mar-26,Pending Review,,2025.01.07,Physical address updated got the details from Mpilo Ngwenya
Wegdraai Abattoir,04/034,Free State,Closed,,,?,,,053 591 0028,,053 591 7094,,610.6,P O Box 16,Jacobsdal,"8,710",,,,,Coenie J Groenewald,,083 320 8961,,,,,,,Coenie CJ Groenewald,bacon1@mweb.co.za,083 320 8961,,,,,,,,,,,,,,,LT,E,10,,x,,x,x,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Welgeluk Abattoir,04/014,Free State,Closed,,,?,,,,,,,246.5,P O Box 1503,Kroonstad,"9,950",,,,,PJ Pretorius,,082 771 4569,,,,,,,,,,,,,,,,,,,,,,,,RT,E,5,,,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Weltevrede Abattoir,04/078,Free State,Active,,,?,,,058 303 2348,058 303 5579,058 303 2348,,315.9,P O Box 400,Bethlehem,"9,700",,17 Edeling Street Jordania Bethlehem 9700,,,W J Viljoen,4wynand@telkom.sa,083 466 1799/ 082 578 8559,,weltevredeab@gmail.com,,,,,,,,,,,,,,,,,,,,,,,D,20,,x,,x,x,,,,,No ,No ,,,,,,,Members,Members,Members ,Members ,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,,
Welverdiend Abattoir,04/092,Free State,Closed,,,,,,058 893 0401,,,,185.7,P O Box 1256,,,,,,,Engelbrecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Werda Abattoir,09/068,Northern Cape,Closed,,,?,,,053 675 0131,,053 675 0313,,860.9,P O Box 22,Vosburg,"8,780",,Vosburg (Werda),,,Perrie JA Vos,werdaabattoir@gmail.com,072 314 2995,,,,,,,,,,,,,,,,,,,,,,,,LT,E,15,,,,x,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Wessel  Muller,,,Active,,,,,,082 856 7120,,,,864.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Wesselbron Abattoir,04/031,Free State,Closed,ZA 336,23/06/2018,?,,,057 899 1700,,057 899 1753,4940146741,346.9,P O Box 531,Wesselsbron,"9,680",,12 Vorster Laan Wesselsbron,,,Mr J J Dicks,cjdicks@meadowmeats.co.za,082 450 1775,,,,,wesselsbron@meadowmeats.co.za,,,,,,,,,,,,,,,,,,,HT,A,120,,x,x,x,x,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
West End Red Meat,03/049R,North West,Closed,,,?,,,083 230 5815,018 330 7908,086 504 5961,,339.7,P O Box 22,Mareetsane,"2,715",Mareetsane,West End,,,Mr. M. J. Fourie,,073 020 1897,,,,,,,,,,,,,,,,,,,,,,,,LT,E,8,,x,,x,,x,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,2018.07.04,Database received from Talita
Weston Agriculture College ,05/024,KZN,Closed,,,?,,,033 263 1328,,033 263 2049,,477.1,Private Bag X 527,Mooi River,"3,300",,,,,Department of Education,contact@weston.co.za,,WA Moffett,wac@futurest.co.za,,,,,,,,,,,,,,,,,,,,,,RT,R,2,,x,x,x,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Williston Abattoir (Pty) Ltd,09/011,Northern Cape,Active,ZA 484,,?,Yes,AgriSETA,082 889 0737,010 597 9771,,4320199344,1073.8,Posbus 6,Williston,"8,920",Williston,"Plot 856, Williston, Industrial, 8920",,,Cavalier,reinhardm@cavalier.co.za,082 333 6663,D Franken,danief@cavalier.co.za,082 889 0737,D Franken,danief@cavalier.co.za,082 889 0737,Hessie Louw,hessiel@cavalier.co.za,083 630 5677,jakkie.barnard@live.com; abattoir@wvk.co.za,,,,,,,,,,,,,,HT,A,900,,,,x,,,,,,No ,Yes,,,,,,,Members,Members,Members,Members,Members,Members,Members,Members,,Updated ZA number 26/03/2025,,,,,,No,,Pending Review,,2025.07.02,"Units, Halaal as well as the email address and the cellphone number updated"
Winelands Pork,07/010,Western Cape,Active,ZA 41,7/5/2019,?,Yes,,021 948 1821,,021 946 4275,41201955,1435.1,P O Box 121,Cape Town,"7,535",Bellville,13 La Belle Rd Stikland 7530 Cape Town (1439 km),,,D M Osborne,lana@wlpork.co.za,,K Polley,,079 575 2683,Jacques Theron,jacquest@wlpork.co.za,078 417 8969,Adele Venter,adele@wlpork.co.za; sharon@wlpork.co.za,083 515 3736,,,,,,,,,,,,,,,HT,A,650,,,,,x,,,,,No ,No ,,,,,No,x,Members,Members,Members ,Members ,Members,Members,,Members,,,,,,,,No,,Pending Review,,,
Winterberg Agriculture School,06/009,Eastern Cape,Active,,,?,,,046 555 0005,,,4600129219,957,Private Bag X 238,Fort Beaufort,"5,720",Amathole,"Industrial Area, Fort Beaufort",,,The Principal: Management Committee,winterberg@winagric.co.za,083 303 7566,The Principal,schwabks@telkomsa.net,071 185 0033,,,,C Malan,winterberg@winagric.co.za,046 555 0005,,,,,,,,,,,,,,,RT,R,1,,x,x,x,,,,,,No ,No ,,,,,,,No ,,,,,,Members,,,,,,,,,No,,Pending Review,,2024.09.20,"Owner's contacts as well as manager's updated, accountant's details updated"
Witbank Abattoir,08/035,Mpumalanga,Closed,,,Yes,,AgriSETA,013 590 0334,087 131 4058,,4130282959,108.6,P O Box 691,Witbank,"1,035",Emalahleni,5 Aida st Klirnet Witbank (100 km),"29°11'53""E ","25°50'39""S",Mr C Ramaphosa,,071 388 3442,George Francis,george@wtbmeat.co.za,064 907 8829,Roy Dube,dube.roy465@gmail.com,062 938 3667,Annie Smit,admin@wtbmeat.co.za,083 630 1270,pieter@witbmeat.co.za,,,,,,,,,,,,,,HT,A,300,,x,,,,,,,,No ,yes,,,,,,,No ,,Members,,,,,,,"Species, accounts and municipality updated",,,,,,No,,Pending Review,2020.01.31,,"New owner, the prev was P Combrink species and municipality "
Witelsbos Abattoir,06/011,Eastern Cape,Closed,,,,,,042 280 3624,,,,1250.7,P O Box 107,,,,,,,PS Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Wittedrift Abattoir,07/139,Western Cape,Closed,,,,,,044 535 9633,,,,1185.8,P O Box 7,,,,,,,Huysoord Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Wolla Terblanch Abattoir,04/066,Free State,Closed,,,?,,,072 327 4373,,086 609 3309,4680181320,367.9,Posbus 124 ,Dewelsdorp ,"9,940",,Kleifontein Plaas,,,Wolla Terblanche,nterblanche9@gmail.com,082 574 2407,Neil Terblanche,,072 327 4373,,,,,anche9@gmail.com,,carin@bfn.co.za,,,,,,,,,,,,,,LT,C,42,,x,,x,,,,,,No ,Yes,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Wolmaransstad,03/045R,North West,Closed,,,?,,,018 2300,,,,317.4,P O Box 500,Wolmaransstad,"2,630",,Leeufontein Road Womaransstad,,,Mr. C. A. Gagiano,carelgagiano@gmail.com,083 320 3375,,,,,,,,,,,Yes,,083 576 9099,,,,,,,,,,,LT,D,20,,x,,x,,x,,,,No ,No ,,,,,,,No ,,Members,,,,,,,,,,,,,No,,Pending Review,,2018.07.04,Database received from Talita
Xalanga Abattoir,06/060,Eastern Cape,Closed,,,,,,,,,,856.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Xashimba Abattoir,06/087,Eastern Cape,Closed,,,Yes ,,,087 160 0152,,,4160266237,826.4,P O Box 1013,Queenstown,"5,320",Enoch Mgijimi,Medley Farm Tarksad Road Queenstown,,,Knowledge Sidumo Xashimba,knowledgexashimba63@gmail.com,073 896 5600,Simphiwe Xashimba,xashimbafinance@gmail.com,,,,,,,,knowledgexashimba63@gmail.com; wadzachance@gmail.com,,,,,,,,,,,,,,HT,A,400,,x,,x,x,,,,,No ,No ,,,,,,,Members,Members,,,,,,,,,,,,,,No,,Pending Review,,,
Yarona Abattoir,03/019,North West,Active,,,Transformation,,,014 656 1212,,,,170.3,P O Box 201,Saulspoort,318,,,,,F Pitshy,raisakapitse@yahoo.com,071 962 6945,,,,,,,,,,,,,,,,,,,,,,,,RT,E,2,,x,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Zandam Abattoir,07/016,Western Cape,Active,ZA 438,,,,,021 881 6985,,,,1423.6,"Suite 252, Privaatsak X13",Brackenfell,"7,561",Drakenstein,"R312 Lichtenburg Road, Agter Paarl",,,Andre Louw,leon@zandamabattoir.co.za,082 377 1626,Leon Bothma,dutoitnico432@gmail.com,082 581 0136,,,,,,,,AFSQ,Dewald Korf,082 903 8098,,,,,,,,,,,HT,A,100,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,2023.11.22,Export number as well as the units updated
Zastron Abattoir/GDN CLOSED,04/045,Free State,Closed,,,?,,,,,051 673 1188,,603.5,P O Box 433,Zastron,"9,950",,,,,Moshe Molefe,moshemolefe@gmail.com; mosheafrigrow@outlook.com,078 287 8699,Otto Mbangula ,ottombangula@gmail.com,083 925 0001,,,,,,,,,,,,,,,,,,,,,LT,E,10,,x,x,x,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Zonderwater Correctional Services,01/017,Gauteng,Active,,,Government,,,012 305 7198/7237,012 734 2835,012 734 2444,,45.1,Private Bag X 1003,Cullinan,"1,000",,Jakaranda Street no1,,,Dept Correctional Services,hendrik.vanderwesthuizen@dcs.gov.za,,Mathews Bapela,mathews.bapela@dcs.gov.za; mathewsbapela@gmail.com,082 366 4747,Mr D Mostert,lomdykboerdery@gmail.com,072 386 7690,,,,,,,,,,,,,,,,,,LT,E,8,,x,,x,,,,,,No ,No ,NC,,,,,,No ,,,,,,,,,,,,,,,No,9-Mar-26,Pending Review,27.10.2025,2025.12.15,"Rudie Landman gave the address
SL updated non classifying with info from SAMIC, added sheep species"
Zonko - Del Abattoir,01/002,Gauteng,Closed,,,,,,012 736 2218,,,,66,P O Box 606,,,,,,,FJ Delport,,083 302 9247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Zuiderveid Abattoir,04/074,Free State,Closed,,,?,,,,,056 931 0274,,180.2,P O Box 103,Vredefort,"9,595",,,,,M Uys,,082 561 8103,,,,,,,,,,,,,,,,,,,,,,,,LT,D,15,,,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Zuluwaters Premium Venison,05/10G,KZN,Active,,,?,,,036 352 0100,,036 352 0103,,459.2,PO Box 176,Estcourt,"3,310",Umtshezi,"Zuluwaters Game Reserve P171, Giants Castle Road Estcourt",,,Anton James Leslie Martyn,info@zuluwaters.com,083 512 1459,Anton JL Martyn,,835121459,Anton JL Martyn,,083 512 1459,Lesley Terwin,lesley@zuluwaters.com,082 557 6686,,,,,,,,,,,,,,,RT,R,4,,,,,,,x,,,No ,No ,,,,,,,Invoiced,Members,Members,Members,Members,Members,,,,Account's email updated,,,,,,No,,Pending Review,2020.02.19,,"Old vat number 4010210799, I received the new one from Elize"
Deles AG,,Gauteng,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,,,,,,NC,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,2025.12.15,"SL added abattoir non classifying with info from SAMIC, added beef species"
Elim,,Gauteng,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,NC,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,2025.12.15,"SL added abattoir non classifying with info from SAMIC, added beef species"
Kangi's,,Gauteng,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,NC,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,2025.12.15,"SL added abattoir non classifying with info from SAMIC, added beef species"
Leeuwkop Correctional Services,,Gauteng,,,,,,,,,,,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,NC,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,2025.12.15,"SL added abattoir non classifying with info from SAMIC, added beef species"
Mafesie,,Gauteng,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,NC,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,2025.12.15,"SL added abattoir non classifying with info from SAMIC, added beef species"
Mathelemusa,,Gauteng,,,,,,,,,,,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,NC,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,2025.12.15,"SL added abattoir non classifying with info from SAMIC, added beef species"
Ramokgopa,,Gauteng,,,,,,,,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,NC,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,2025.12.15,"SL added abattoir non classifying with info from SAMIC, added beef species"
Tshifu Ana,,Gauteng,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,NC,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,2025.12.15,"SL added abattoir non classifying with info from SAMIC, added beef species"
